Date,Ship_Type,Engine_Type,Speed_Over_Ground_knots,Distance_Traveled_nm,Cargo_Weight_tons,Average_Load_Percentage,Engine_Power_kW,Draft_meters,Weather_Condition,Seasonal_Impact_Score,Route_Type,Maintenance_Status,Weekly_Voyage_Count,Efficiency_nm_per_kWh,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours
2023-02-20,Container Ship,Heavy Fuel Oil (HFO),20.5676,202.305,6526.2351,85.7083,3493.398,4.18,Moderate,0.5032,Long-haul,Needs Maintenance,2,0.35,4776.58,30580.2,18.6998
2023-02-21,Tanker,Steam Turbine,12.3195,1664.032,2792.8153,45.7285,1878.0114,9.2041,Moderate,0.3893,Transoceanic,Needs Maintenance,6,0.6752,5579.23,18870.41,162.3774
2023-02-22,Bulk Carrier,Diesel,14.8752,2107.0795,4986.4311,87.5009,1925.7579,6.45,Moderate,0.009,Coastal,Good,1,0.7872,7011.23,29512.29,178.1519
2023-02-23,Bulk Carrier,Heavy Fuel Oil (HFO),10.6214,2163.974,2815.6393,99.7267,3108.1445,10.7335,Calm,0.6389,Short-haul,Fair,1,0.8753,7430.93,21733.88,232.3394
2023-02-24,Fish Carrier,Diesel,18.68,1397.5616,910.9148,54.016,3308.0185,8.5313,Calm,0.2859,Transoceanic,Fair,3,0.35,5665.93,12363.61,93.9164
2023-02-25,Container Ship,Heavy Fuel Oil (HFO),21.7166,1315.512,5722.4732,83.9778,2378.9427,7.1987,Calm,0.3237,Transoceanic,Good,4,0.35,5751.29,29868.98,77.673
2023-02-26,Container Ship,Diesel,14.5692,1823.6687,3614.6713,45.8728,1573.2723,8.3801,Calm,0.0404,Transoceanic,Good,5,0.9088,5666.72,21915.58,140.5351
2023-02-27,Bulk Carrier,Heavy Fuel Oil (HFO),21.6534,816.1003,5941.4583,87.2124,2471.4855,8.3328,Moderate,0.9638,Long-haul,Good,4,0.35,4785.73,29525.09,46.8766
2023-02-28,Tanker,Diesel,19.1608,282.8524,4158.1065,65.8829,3047.6889,6.0,Rough,0.1038,Short-haul,Fair,1,0.35,4116.0,22259.02,20.8717
2023-03-01,Bulk Carrier,Steam Turbine,13.229,806.3689,5761.5774,85.1443,2353.9872,4.2665,Calm,0.4473,Long-haul,Good,4,0.8598,4782.46,29371.85,77.3677
2023-03-02,Fish Carrier,Steam Turbine,18.4988,793.5418,2584.2096,90.6197,1874.0643,9.5518,Moderate,0.8457,Short-haul,Fair,1,0.35,3988.56,18308.12,50.6985
2023-03-03,Container Ship,Heavy Fuel Oil (HFO),15.8765,1697.6492,2691.2734,66.8575,1413.4267,10.114,Moderate,0.9502,Long-haul,Fair,5,0.6937,5142.9,19270.72,135.7982
2023-03-04,Bulk Carrier,Diesel,18.003,2076.8242,2224.989,62.609,3044.0385,7.8035,Moderate,0.0692,Coastal,Good,2,0.518,6897.53,18269.78,142.3677
2023-03-05,Fish Carrier,Diesel,9.8318,1012.2109,1221.7467,66.883,1388.99,5.8442,Moderate,0.4076,Transoceanic,Good,1,0.7594,3781.88,12507.76,123.0071
2023-03-06,Fish Carrier,Steam Turbine,17.6816,186.2404,710.0464,93.6371,1776.8575,10.9467,Rough,0.2023,Long-haul,Fair,7,0.35,2871.0,10804.35,18.6785
2023-03-07,Fish Carrier,Heavy Fuel Oil (HFO),17.1377,1916.5399,357.0853,55.9569,1323.0507,10.3742,Calm,0.5403,Short-haul,Good,6,0.6778,5330.6,10742.44,121.5679
2023-03-08,Tanker,Heavy Fuel Oil (HFO),19.9464,818.343,3112.7917,78.9614,862.8832,5.7514,Rough,0.9627,Transoceanic,Good,1,0.35,3452.83,19441.45,54.9471
2023-03-09,Bulk Carrier,Diesel,10.8605,761.7817,1611.8456,52.4412,2635.213,5.3201,Rough,0.9462,Long-haul,Good,1,0.7427,4524.48,13201.22,91.3134
2023-03-10,Bulk Carrier,Heavy Fuel Oil (HFO),14.0503,1780.5895,3526.0078,79.7733,1045.229,9.7743,Calm,0.3057,Transoceanic,Good,5,0.8609,5477.86,22570.78,148.1122
2023-03-11,Tanker,Heavy Fuel Oil (HFO),11.5697,385.2005,1976.0232,54.5846,1489.2461,7.0575,Moderate,0.3272,Long-haul,Fair,4,0.7755,2932.3,13989.08,42.3442
2023-03-12,Fish Carrier,Steam Turbine,9.5632,885.9029,2794.3004,94.1706,2356.8742,10.2324,Moderate,0.7183,Transoceanic,Good,3,0.6281,4749.02,19394.75,116.7985
2023-03-13,Fish Carrier,Steam Turbine,19.431,1479.3038,699.2312,58.1041,2335.7006,4.2112,Moderate,0.0726,Short-haul,Good,3,0.35,5466.74,11620.7,102.1066
2023-03-14,Fish Carrier,Heavy Fuel Oil (HFO),15.0295,1086.8447,2012.7748,82.6671,1752.1015,10.5722,Calm,0.7486,Coastal,Fair,5,0.7464,4080.7,16425.85,89.1222
2023-03-15,Fish Carrier,Diesel,17.6767,1498.6658,395.0186,58.2722,2662.9497,6.9635,Moderate,0.6729,Coastal,Good,1,0.4827,5487.33,10486.04,100.5545
2023-03-16,Bulk Carrier,Heavy Fuel Oil (HFO),19.8024,1124.371,3340.4201,93.0686,3133.7713,9.322,Rough,0.7544,Short-haul,Good,4,0.35,5960.82,21108.57,72.4356
2023-03-17,Bulk Carrier,Heavy Fuel Oil (HFO),15.1133,829.8049,5268.2258,82.2539,926.6624,6.9496,Rough,0.5597,Transoceanic,Good,5,0.7017,3670.0,27304.36,68.3862
2023-03-18,Tanker,Steam Turbine,17.7384,344.7909,2600.4586,55.3334,1068.7568,10.3441,Calm,0.9311,Short-haul,Good,5,0.5202,2628.08,16387.04,25.3566
2023-03-19,Bulk Carrier,Diesel,14.3147,1652.059,2678.3688,71.7346,1551.6831,7.3721,Moderate,0.7537,Transoceanic,Needs Maintenance,5,0.6758,4904.62,19168.2,140.7619
2023-03-20,Fish Carrier,Diesel,10.8681,1298.4774,2070.3257,85.2476,1881.4776,4.932,Moderate,0.0043,Coastal,Good,1,0.8801,4587.31,16820.28,132.3444
2023-03-21,Bulk Carrier,Diesel,18.544,290.0013,5592.3755,80.8372,3043.1936,6.5397,Moderate,0.3459,Long-haul,Needs Maintenance,7,0.35,4519.85,27187.25,20.0452
2023-03-22,Tanker,Diesel,13.232,1402.7177,3248.5305,45.1027,1534.3121,4.0588,Moderate,0.9743,Short-haul,Good,1,0.8684,4886.84,19984.63,122.3797
2023-03-23,Container Ship,Heavy Fuel Oil (HFO),12.2645,1559.0047,4111.2092,57.6098,1656.3138,6.8921,Moderate,0.1159,Long-haul,Fair,5,0.8266,5340.96,23269.09,165.022
2023-03-24,Tanker,Steam Turbine,21.7896,2129.8255,5073.7828,81.5544,879.4099,4.7208,Moderate,0.6559,Short-haul,Good,2,0.35,5656.77,28986.16,114.9278
2023-03-25,Container Ship,Steam Turbine,13.492,1612.0882,2767.7856,53.7101,3364.6397,6.2846,Calm,0.5154,Transoceanic,Good,3,0.7865,6625.71,18877.51,147.4684
2023-03-26,Fish Carrier,Diesel,12.8305,1545.8398,927.1327,85.6802,1053.2043,8.8249,Moderate,0.9529,Transoceanic,Good,3,0.8207,4235.07,13390.89,143.4776
2023-03-27,Container Ship,Diesel,14.3851,240.8238,6732.7668,91.9874,1517.9078,7.7927,Calm,0.0722,Transoceanic,Good,3,1.0068,3841.71,31535.06,24.2075
2023-03-28,Bulk Carrier,Steam Turbine,14.5353,1142.9686,3190.9802,92.1415,1933.2977,9.874,Calm,0.1377,Coastal,Good,2,0.8359,4819.51,20671.57,103.8637
2023-03-29,Fish Carrier,Steam Turbine,21.3979,1281.7186,2268.5253,91.8851,2980.3142,9.1825,Calm,0.3198,Coastal,Fair,4,0.35,5233.34,18456.74,75.6992
2023-03-30,Tanker,Heavy Fuel Oil (HFO),21.3926,2022.8265,2811.772,64.0673,1820.7813,7.1052,Moderate,0.1875,Coastal,Fair,2,0.35,6077.96,19715.61,115.8642
2023-03-31,Container Ship,Heavy Fuel Oil (HFO),11.9869,423.892,3827.1084,81.9245,1847.3353,8.9383,Moderate,0.4927,Coastal,Good,1,0.9415,3611.01,22055.37,39.9754
2023-04-01,Container Ship,Steam Turbine,10.2112,1692.5386,2717.1021,57.0912,1158.897,4.1222,Rough,0.6469,Coastal,Needs Maintenance,2,0.6045,5042.55,19684.02,187.3294
2023-04-02,Fish Carrier,Heavy Fuel Oil (HFO),16.1103,1562.6908,1259.9324,91.1446,3070.2381,8.1227,Moderate,0.4891,Transoceanic,Fair,1,0.5215,6158.98,15115.43,116.1973
2023-04-03,Bulk Carrier,Steam Turbine,13.9599,1254.4779,4415.1879,86.5279,2148.9557,7.5183,Rough,0.5338,Short-haul,Good,1,0.6944,5418.02,25220.35,113.6129
2023-04-04,Container Ship,Heavy Fuel Oil (HFO),11.8097,1140.2095,937.9801,47.8462,739.562,4.6344,Moderate,0.2939,Transoceanic,Good,1,0.8686,3319.63,11620.74,116.7905
2023-04-05,Bulk Carrier,Diesel,14.1744,1692.3803,2172.2221,67.1037,2302.8742,9.742,Moderate,0.6362,Short-haul,Good,1,0.874,5859.47,17877.89,142.2651
2023-04-06,Fish Carrier,Steam Turbine,10.0083,522.3685,1672.2143,58.9216,2920.2611,5.226,Calm,0.6303,Coastal,Good,1,0.768,4234.98,13201.95,64.831
2023-04-07,Bulk Carrier,Steam Turbine,10.5402,1285.9058,3253.5592,57.5548,2860.4799,5.7283,Calm,0.5422,Short-haul,Good,4,0.8102,5588.85,20420.58,152.6009
2023-04-08,Tanker,Diesel,19.7254,1977.9118,2659.2511,78.6542,3426.5674,7.8508,Moderate,0.5338,Short-haul,Fair,3,0.35,7574.26,19814.26,114.3532
2023-04-09,Container Ship,Steam Turbine,20.2164,1819.7842,1589.8982,54.1764,712.3616,4.8569,Moderate,0.9334,Long-haul,Fair,5,0.35,4668.34,15788.1,99.9078
2023-04-10,Bulk Carrier,Diesel,14.128,1043.0604,6180.7405,88.0229,2975.8249,7.9108,Moderate,0.6068,Transoceanic,Good,7,0.8175,5897.56,31413.96,96.317
2023-04-11,Tanker,Heavy Fuel Oil (HFO),19.7034,539.3498,2528.3525,92.9552,1175.2935,9.3174,Calm,0.4721,Long-haul,Good,2,0.35,3191.61,17498.94,34.8611
2023-04-12,Tanker,Heavy Fuel Oil (HFO),11.6227,863.3255,2364.3454,54.7734,1941.5268,6.1031,Moderate,0.8068,Transoceanic,Good,6,0.7611,3894.28,16033.86,93.7929
2023-04-13,Bulk Carrier,Steam Turbine,18.6666,316.354,1441.8498,57.7723,3120.883,4.522,Calm,0.4599,Short-haul,Needs Maintenance,3,0.35,3906.89,12204.32,25.2565
2023-04-14,Tanker,Steam Turbine,10.9333,242.1929,2076.7369,86.7671,1596.1072,10.6715,Calm,0.0516,Long-haul,Good,6,0.8543,3085.14,15252.85,28.0005
2023-04-15,Container Ship,Diesel,18.7703,1049.3477,2795.6147,70.878,2185.3049,10.6689,Calm,0.1335,Short-haul,Good,2,0.6349,4545.33,18237.18,66.7317
2023-04-16,Fish Carrier,Steam Turbine,13.2855,1496.6944,720.7247,73.1187,2469.4242,8.06,Moderate,0.4627,Long-haul,Good,6,0.7,5493.74,12700.23,144.1524
2023-04-17,Bulk Carrier,Diesel,11.9075,1276.5594,3477.5884,76.3939,3129.8799,10.426,Moderate,0.7965,Short-haul,Fair,2,0.8591,5884.76,22149.48,121.8327
2023-04-18,Container Ship,Steam Turbine,18.7001,1896.1193,1697.6383,50.2136,2105.0403,5.922,Calm,0.3681,Coastal,Fair,1,0.4069,5744.48,16121.24,120.3062
2023-04-19,Bulk Carrier,Heavy Fuel Oil (HFO),12.8602,571.7818,1697.3997,55.4931,2569.6662,10.0975,Moderate,0.0091,Coastal,Fair,4,0.7477,4074.92,13326.81,58.3682
2023-04-20,Bulk Carrier,Heavy Fuel Oil (HFO),9.2933,410.2942,4767.5055,74.6942,3240.2245,6.1961,Moderate,0.2922,Transoceanic,Fair,6,0.6425,4770.22,24861.25,52.8837
2023-04-21,Container Ship,Diesel,15.6212,471.896,5977.093,93.1317,1297.7116,5.4654,Calm,0.3966,Long-haul,Fair,2,0.8278,3688.93,29619.79,37.143
2023-04-22,Container Ship,Steam Turbine,8.1999,2083.8324,4117.9602,89.5468,2892.0905,8.6724,Calm,0.2813,Long-haul,Good,1,0.7217,7235.59,25674.94,321.1204
2023-04-23,Bulk Carrier,Diesel,17.6554,915.1973,1722.595,52.9023,1467.5403,9.8596,Rough,0.306,Coastal,Fair,3,0.4752,3698.6,14389.77,67.4058
2023-04-24,Tanker,Diesel,19.7255,1431.0952,4443.8586,99.0336,1860.8017,4.3063,Calm,0.6598,Short-haul,Good,1,0.3999,5562.18,26235.32,80.78
2023-04-25,Fish Carrier,Steam Turbine,16.8788,322.4998,1548.416,60.2601,3400.3307,6.9149,Moderate,0.6265,Long-haul,Good,5,0.4225,3624.92,12735.94,26.0589
2023-04-26,Container Ship,Diesel,20.7565,674.9917,6291.1599,85.8395,3071.9856,4.0979,Calm,0.0763,Coastal,Fair,1,0.35,5257.49,30672.66,40.193
2023-04-27,Container Ship,Steam Turbine,18.4864,1865.1204,1314.9975,57.2306,1257.7614,4.8544,Moderate,0.764,Short-haul,Fair,3,0.3865,4939.36,14845.93,121.6809
2023-04-28,Bulk Carrier,Diesel,18.6181,473.3236,1380.3604,75.1881,1698.3062,8.575,Moderate,0.0476,Long-haul,Good,5,0.5036,2990.84,13078.51,34.4675
2023-04-29,Bulk Carrier,Diesel,21.508,1887.1788,3925.2524,60.3207,3270.5084,4.4435,Calm,0.8874,Transoceanic,Good,3,0.35,7516.8,23635.09,99.7997
2023-04-30,Fish Carrier,Diesel,16.405,1809.576,706.268,61.2628,2824.3114,10.5213,Moderate,0.9729,Long-haul,Good,6,0.6394,6035.18,12042.79,128.0331
2023-05-01,Container Ship,Steam Turbine,8.2682,572.0055,3508.933,75.6144,2535.0099,9.8064,Moderate,0.5908,Short-haul,Fair,1,0.6521,4218.61,20546.78,86.6436
2023-05-02,Fish Carrier,Steam Turbine,12.6841,158.2367,1515.4129,54.3717,866.1909,4.3639,Moderate,0.2531,Transoceanic,Fair,3,0.6347,2233.6,11651.92,20.667
2023-05-03,Fish Carrier,Steam Turbine,12.9916,1208.5339,1765.5284,63.1255,3313.6079,9.2802,Calm,0.4789,Long-haul,Fair,7,0.7128,5622.26,15084.88,107.1201
2023-05-04,Container Ship,Diesel,19.9168,1769.3488,1498.7938,55.6128,2146.9224,5.4749,Calm,0.6394,Coastal,Fair,3,0.35,5629.93,14856.38,110.422
2023-05-05,Container Ship,Steam Turbine,8.255,931.4399,3344.1706,82.9467,1905.5647,7.9245,Calm,0.9471,Short-haul,Good,1,0.7831,4284.09,20918.06,129.816
2023-05-06,Bulk Carrier,Heavy Fuel Oil (HFO),15.7487,621.8364,3093.2802,93.3553,2142.3999,9.2911,Calm,0.2202,Short-haul,Fair,2,0.8138,3936.54,20018.89,49.8821
2023-05-07,Tanker,Diesel,16.4012,1273.5935,1089.8939,49.6248,2434.3236,8.2169,Moderate,0.8358,Short-haul,Good,3,0.6967,4968.96,12144.6,92.5801
2023-05-08,Tanker,Heavy Fuel Oil (HFO),13.8382,1221.4198,5301.3043,63.5016,2041.9694,7.155,Calm,0.6096,Coastal,Good,1,0.8371,5324.24,27810.79,102.3415
2023-05-09,Tanker,Steam Turbine,15.2644,1666.2183,5155.8142,62.2574,2449.7187,5.9454,Rough,0.2146,Coastal,Needs Maintenance,4,0.4661,6529.12,27120.8,140.7626
2023-05-10,Tanker,Steam Turbine,13.9408,2038.7141,2146.208,67.5599,1562.9678,4.491,Moderate,0.032,Coastal,Fair,5,0.7187,5653.09,17416.59,176.096
2023-05-11,Container Ship,Heavy Fuel Oil (HFO),15.689,240.0193,7175.9138,91.7223,2822.7917,8.3665,Calm,0.8479,Transoceanic,Fair,5,0.7471,4462.47,34004.89,23.0776
2023-05-12,Bulk Carrier,Steam Turbine,12.0908,1609.9897,2200.5529,55.6316,2697.1341,4.432,Rough,0.7948,Coastal,Fair,2,0.5824,6027.6,16315.55,147.0425
2023-05-13,Bulk Carrier,Heavy Fuel Oil (HFO),19.6845,636.0649,2807.1598,45.2628,2789.7692,5.9021,Moderate,0.7843,Transoceanic,Fair,3,0.35,4470.16,16091.53,39.4742
2023-05-14,Bulk Carrier,Steam Turbine,21.8859,1121.1614,3941.3336,72.6816,3215.4516,9.2441,Calm,0.3055,Coastal,Good,4,0.35,5674.65,22300.82,61.9708
2023-05-15,Container Ship,Heavy Fuel Oil (HFO),19.3743,956.5175,2593.0585,65.1424,3223.7407,7.2301,Calm,0.5603,Transoceanic,Fair,6,0.35,5077.24,17007.22,64.8528
2023-05-16,Bulk Carrier,Steam Turbine,17.9953,215.8011,2489.3432,55.7272,1823.646,9.375,Calm,0.1068,Long-haul,Good,3,0.5238,2910.91,15711.36,20.9866
2023-05-17,Bulk Carrier,Diesel,13.7261,933.3762,3360.0916,69.08,3473.7154,10.1694,Calm,0.5757,Long-haul,Needs Maintenance,6,0.8201,5412.12,20435.75,86.208
2023-05-18,Fish Carrier,Diesel,17.7482,430.2967,1690.4482,75.1267,981.937,10.3591,Calm,0.4072,Short-haul,Good,4,0.7078,2935.76,13992.12,34.1999
2023-05-19,Container Ship,Diesel,12.4599,748.8593,7375.1507,90.4389,1775.0603,7.2718,Calm,0.8913,Long-haul,Good,2,1.0432,4810.9,35226.67,77.1681
2023-05-20,Tanker,Steam Turbine,17.8411,168.9105,3070.0307,83.5864,3138.3736,7.2989,Rough,0.0936,Short-haul,Fair,2,0.35,4007.41,18181.12,16.9294
2023-05-21,Tanker,Heavy Fuel Oil (HFO),18.3024,475.3959,7513.1143,98.781,1477.1147,6.3446,Calm,0.7013,Coastal,Good,5,0.5276,3918.6,35202.09,38.6266
2023-05-22,Fish Carrier,Steam Turbine,15.2701,2102.4998,788.7574,69.397,2262.1821,10.5476,Rough,0.6535,Long-haul,Needs Maintenance,4,0.4523,6372.18,13444.42,159.2761
2023-05-23,Bulk Carrier,Steam Turbine,8.1176,2124.4414,1997.0927,72.0992,2933.9616,6.0251,Calm,0.1267,Short-haul,Needs Maintenance,2,0.6006,6828.18,17547.2,298.8243
2023-05-24,Tanker,Steam Turbine,16.3538,1935.9377,3939.6733,63.4099,1668.3477,6.5634,Calm,0.4826,Short-haul,Good,7,0.705,5930.12,24346.78,142.5867
2023-05-25,Tanker,Steam Turbine,19.6916,462.5823,4593.3597,63.3827,2509.824,8.6833,Calm,0.6244,Short-haul,Good,4,0.35,4267.52,23852.34,29.6109
2023-05-26,Bulk Carrier,Heavy Fuel Oil (HFO),10.0818,1569.8164,3889.9589,52.0129,2590.414,5.832,Calm,0.8787,Transoceanic,Good,4,0.8064,6187.48,23048.3,174.383
2023-05-27,Bulk Carrier,Diesel,15.8172,672.1861,3864.6456,58.5442,2850.5515,10.6388,Moderate,0.5538,Transoceanic,Good,7,0.7196,4821.65,20722.31,58.306
2023-05-28,Container Ship,Heavy Fuel Oil (HFO),16.4206,117.4005,6132.4571,77.6023,3143.3452,6.3079,Moderate,0.6544,Transoceanic,Fair,5,0.5787,4272.15,28875.15,10.8298
2023-05-29,Bulk Carrier,Steam Turbine,20.5046,812.1166,6670.8188,84.6362,2540.4155,9.6725,Moderate,0.5913,Coastal,Fair,1,0.35,5348.75,31093.45,54.3837
2023-05-30,Bulk Carrier,Heavy Fuel Oil (HFO),20.4559,2117.6841,2219.1721,97.9535,3022.4882,9.4305,Moderate,0.1442,Short-haul,Good,1,0.35,7370.42,19705.21,129.1536
2023-05-31,Container Ship,Diesel,19.5302,1745.1847,7575.8419,91.5979,1788.6199,10.0339,Moderate,0.1486,Short-haul,Fair,2,0.4074,6449.13,37681.56,104.1751
2023-06-01,Tanker,Steam Turbine,13.4704,1131.0342,2123.893,98.8985,2446.1407,9.9456,Calm,0.3032,Coastal,Fair,5,0.7679,4819.47,17419.91,95.6469
2023-06-02,Tanker,Diesel,20.4276,1714.6129,7959.8909,94.134,3441.1603,7.8681,Rough,0.4892,Short-haul,Good,3,0.35,7896.41,38862.78,92.8293
2023-06-03,Fish Carrier,Heavy Fuel Oil (HFO),9.66,1666.3279,1011.5747,93.6482,801.183,5.5347,Moderate,0.2713,Short-haul,Good,7,0.8439,4226.21,13937.76,209.2645
2023-06-04,Bulk Carrier,Steam Turbine,13.2205,1387.7719,2825.413,97.353,1919.655,5.1426,Calm,0.24,Transoceanic,Fair,5,0.775,5000.16,20334.99,122.0111
2023-06-05,Fish Carrier,Diesel,16.8869,1087.6289,2821.9175,97.9045,3299.2753,9.9514,Moderate,0.1342,Short-haul,Needs Maintenance,5,0.6064,5616.64,19917.16,80.0983
2023-06-06,Fish Carrier,Heavy Fuel Oil (HFO),13.412,1692.641,1485.3695,60.2665,3483.1462,9.8726,Rough,0.2819,Coastal,Good,2,0.6599,6712.77,15572.91,150.3787
2023-06-07,Bulk Carrier,Steam Turbine,19.9944,1438.0118,5180.7218,70.8882,2508.519,4.9502,Calm,0.0517,Transoceanic,Needs Maintenance,1,0.35,6212.3,27476.5,85.0718
2023-06-08,Tanker,Steam Turbine,16.9938,1038.6274,3425.9169,55.3614,3312.9458,10.527,Calm,0.1425,Coastal,Fair,3,0.5161,5548.99,20190.77,70.1182
2023-06-09,Container Ship,Heavy Fuel Oil (HFO),18.7795,1057.5748,2492.2556,50.8658,2952.6711,7.6788,Rough,0.3443,Transoceanic,Good,1,0.35,5422.22,17368.23,69.6512
2023-06-10,Container Ship,Steam Turbine,15.4792,1238.2421,3276.2594,86.1443,2568.0278,7.2348,Calm,0.9002,Transoceanic,Fair,6,0.6929,5279.08,21104.16,100.5908
2023-06-11,Fish Carrier,Heavy Fuel Oil (HFO),16.0672,2099.577,535.7099,52.1941,2489.1129,5.0515,Moderate,0.9733,Coastal,Fair,3,0.5317,6446.09,11735.6,154.168
2023-06-12,Fish Carrier,Heavy Fuel Oil (HFO),15.3547,1765.523,1554.4213,84.4669,2789.6183,4.549,Moderate,0.2248,Transoceanic,Fair,5,0.5591,6249.87,15812.08,134.5301
2023-06-13,Container Ship,Steam Turbine,12.6944,1020.2778,4963.9707,79.0325,1989.7536,7.4603,Rough,0.5709,Coastal,Fair,2,0.701,4978.62,26684.62,104.6037
2023-06-14,Tanker,Steam Turbine,15.7554,1426.4919,4486.6172,80.4642,765.0758,4.2111,Moderate,0.7424,Coastal,Fair,2,0.5892,4544.46,25639.07,108.6513
2023-06-15,Container Ship,Heavy Fuel Oil (HFO),12.7627,632.052,4993.1163,69.4918,2470.9063,9.4915,Calm,0.9909,Transoceanic,Good,1,0.8962,4560.68,25267.12,64.8501
2023-06-16,Container Ship,Heavy Fuel Oil (HFO),17.4274,1446.3318,4452.9147,64.2264,2545.844,8.3341,Calm,0.8161,Long-haul,Good,2,0.6475,5885.51,25210.19,109.0068
2023-06-17,Tanker,Diesel,11.04,2011.1796,5736.8611,70.4813,2591.437,8.7589,Moderate,0.4977,Coastal,Good,2,0.863,7495.43,30800.9,225.5132
2023-06-18,Tanker,Heavy Fuel Oil (HFO),17.924,1339.6069,4063.2634,79.6251,2620.0252,5.2763,Calm,0.51,Coastal,Good,7,0.4907,5976.06,23897.48,92.2896
2023-06-19,Tanker,Heavy Fuel Oil (HFO),21.7109,1368.9202,6756.848,94.3858,2799.9447,7.2162,Rough,0.7507,Transoceanic,Fair,2,0.35,6552.77,34108.45,76.1263
2023-06-20,Bulk Carrier,Diesel,21.8449,2026.0231,3489.7822,85.0206,3190.4701,7.4273,Calm,0.3202,Long-haul,Good,1,0.35,7431.07,23392.99,111.547
2023-06-21,Tanker,Diesel,12.1655,1068.6286,6196.9086,96.6788,1213.5591,6.6521,Moderate,0.2603,Long-haul,Fair,6,0.851,4516.26,31539.99,109.7834
2023-06-22,Tanker,Diesel,17.7725,636.8998,1889.4636,78.2836,1643.3047,10.2207,Rough,0.4009,Transoceanic,Good,1,0.5162,3310.4,15300.62,42.4332
2023-06-23,Bulk Carrier,Diesel,8.7908,1171.877,3457.1683,48.051,1541.2879,10.3665,Calm,0.1081,Coastal,Good,2,0.8972,4439.1,20712.18,169.5184
2023-06-24,Tanker,Steam Turbine,13.1085,436.1923,4517.9974,76.941,2223.5509,7.0847,Moderate,0.4688,Long-haul,Fair,1,0.6589,3794.1,23529.82,40.9557
2023-06-25,Bulk Carrier,Heavy Fuel Oil (HFO),20.8791,906.7793,3605.1691,55.0694,3001.8587,7.3478,Calm,0.0496,Long-haul,Fair,2,0.35,5130.79,20974.34,54.2712
2023-06-26,Container Ship,Heavy Fuel Oil (HFO),8.9007,1012.5736,2759.8601,49.5976,1079.1413,8.2527,Moderate,0.0674,Transoceanic,Good,3,0.7743,3702.62,18058.95,129.1346
2023-06-27,Fish Carrier,Heavy Fuel Oil (HFO),21.8278,865.6336,1055.6145,93.56,2634.2494,6.2621,Moderate,0.4902,Transoceanic,Good,1,0.35,4158.5,13125.96,49.8896
2023-06-28,Container Ship,Steam Turbine,10.0121,1893.1096,3397.2211,64.2912,3235.2606,8.5424,Rough,0.3003,Long-haul,Good,2,0.6699,7264.03,21763.42,220.0471
2023-06-29,Tanker,Heavy Fuel Oil (HFO),17.5823,1983.4191,2107.1199,75.2845,1689.5839,8.7901,Moderate,0.5263,Short-haul,Good,1,0.5674,5719.5,18336.26,131.4063
2023-06-30,Bulk Carrier,Steam Turbine,12.4808,122.1286,1232.6337,68.1257,2364.7141,9.626,Moderate,0.26,Coastal,Fair,4,0.7372,2678.13,11599.05,16.656
2023-07-01,Tanker,Heavy Fuel Oil (HFO),12.1395,1701.8671,2942.5812,60.2076,2307.4115,10.8185,Calm,0.1986,Transoceanic,Fair,4,0.7729,5831.62,19730.98,158.7743
2023-07-02,Container Ship,Steam Turbine,10.5385,1118.3389,5075.8178,62.2272,1604.7705,5.1521,Calm,0.6003,Coastal,Good,1,0.8253,4829.9,26615.0,124.007
2023-07-03,Tanker,Diesel,9.0645,846.3459,2139.5685,45.8841,2191.373,9.1904,Moderate,0.3171,Transoceanic,Good,1,0.7374,4212.32,15063.35,116.9771
2023-07-04,Fish Carrier,Diesel,19.2873,1162.5268,1934.4711,69.8976,1385.2728,9.5985,Moderate,0.6121,Short-haul,Good,3,0.3575,4233.03,15417.49,78.4343
2023-07-05,Tanker,Diesel,12.4819,811.7897,2603.9028,53.6796,1096.489,7.5531,Rough,0.5152,Long-haul,Fair,4,0.7168,3778.84,16454.8,76.3784
2023-07-06,Tanker,Heavy Fuel Oil (HFO),10.6236,1348.7625,3648.4354,62.5829,1681.9039,4.7932,Calm,0.2301,Long-haul,Good,3,0.8073,4924.87,22236.38,150.9924
2023-07-07,Container Ship,Heavy Fuel Oil (HFO),9.7596,1481.1867,1384.4917,58.583,3173.3683,4.3873,Calm,0.979,Long-haul,Good,4,0.8067,6059.65,13968.8,189.1527
2023-07-08,Tanker,Heavy Fuel Oil (HFO),21.9655,428.5041,5878.6265,73.8941,2268.3927,9.3473,Rough,0.3252,Coastal,Good,4,0.35,4392.94,28803.75,29.6083
2023-07-09,Tanker,Diesel,16.2319,1084.6119,2490.9036,69.054,1777.4979,4.1906,Moderate,0.4995,Transoceanic,Good,5,0.6919,4428.91,18202.95,78.5262
2023-07-10,Bulk Carrier,Steam Turbine,17.2646,1031.7498,2273.4429,85.1134,3418.1802,9.1829,Moderate,0.6863,Short-haul,Needs Maintenance,1,0.4043,5406.54,16848.13,79.5264
2023-07-11,Container Ship,Heavy Fuel Oil (HFO),12.8388,910.2033,4238.084,68.3945,1038.9876,7.2117,Calm,0.3195,Transoceanic,Good,5,0.8979,3869.13,23641.31,91.4508
2023-07-12,Fish Carrier,Steam Turbine,21.7511,1509.6384,1915.6977,82.9875,2957.9589,6.552,Calm,0.7417,Transoceanic,Fair,3,0.35,5858.13,16907.29,86.3255
